"destination.apirport","source.airport","Latitude.x","Longitude.x","Latitude.y","Longitude.y"
"ACK","TEB",40.8501014709,-74.060798645,41.25310135,-70.06020355
"ACK","EWB",41.6761016845703,-70.956901550293,41.25310135,-70.06020355
"ACK","BOS",42.36429977,-71.00520325,41.25310135,-70.06020355
"ACT","DFW",32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781
"ACT","DFW",32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781
"ACV","CEC",41.78020096,-124.2369995,40.978099822998,-124.109001159668
"ACV","SFO",37.6189994812012,-122.375,40.978099822998,-124.109001159668
"ACV","SMF",38.6954002380371,-121.591003417969,40.978099822998,-124.109001159668
"ACY","FLL",26.0725994110107,-80.152702331543,39.4575996398926,-74.5772018432617
"ACY","ORD",41.97859955,-87.90480042,39.4575996398926,-74.5772018432617
"ACY","DTW",42.2123985290527,-83.353401184082,39.4575996398926,-74.5772018432617
"ACY","RSW",26.5361995697021,-81.7552032470703,39.4575996398926,-74.5772018432617
"ACY","BOS",42.36429977,-71.00520325,39.4575996398926,-74.5772018432617
"ACY","IAH",29.9843997955322,-95.3414001464844,39.4575996398926,-74.5772018432617
"ACY","ORD",41.97859955,-87.90480042,39.4575996398926,-74.5772018432617
"ACY","MCO",28.4293994903564,-81.3089981079102,39.4575996398926,-74.5772018432617
"ACY","TPA",27.9755001068115,-82.533203125,39.4575996398926,-74.5772018432617
"ACY","MYR",33.6796989441,-78.9282989502,39.4575996398926,-74.5772018432617
"ADK","ANC",61.1744003295898,-149.996002197266,51.8779983520508,-176.64599609375
"ADQ","AKK",56.9387016296,-154.182998657,57.75,-152.4940033
"ADQ","ANC",61.1744003295898,-149.996002197266,57.75,-152.4940033
"ADQ","ANC",61.1744003295898,-149.996002197266,57.75,-152.4940033
"AET","FAI",64.81510162,-147.8560028,66.5518035889,-152.621994019
"AET","BTT",66.91390228,-151.529007,66.5518035889,-152.621994019
"AEX","ATL",33.6366996765137,-84.4281005859375,31.3274002075195,-92.5497970581055
"AEX","ATL",33.6366996765137,-84.4281005859375,31.3274002075195,-92.5497970581055
"AEX","DFW",32.896800994873,-97.0380020141602,31.3274002075195,-92.5497970581055
"AEX","DFW",32.896800994873,-97.0380020141602,31.3274002075195,-92.5497970581055
"AEX","ATL",33.6366996765137,-84.4281005859375,31.3274002075195,-92.5497970581055
"AEX","IAH",29.9843997955322,-95.3414001464844,31.3274002075195,-92.5497970581055
"AGN","JNU",58.3549995422363,-134.57600402832,57.503601,-134.585007
"AGS","ATL",33.6366996765137,-84.4281005859375,33.3698997497559,-81.9645004272461
"AGS","ATL",33.6366996765137,-84.4281005859375,33.3698997497559,-81.9645004272461
"AGS","DCA",38.8521,-77.037697,33.3698997497559,-81.9645004272461
"AGS","ATL",33.6366996765137,-84.4281005859375,33.3698997497559,-81.9645004272461
"AGS","DCA",38.8521,-77.037697,33.3698997497559,-81.9645004272461
"AGS","CLT",35.2140007019043,-80.9430999755859,33.3698997497559,-81.9645004272461
"AGS","CLT",35.2140007019043,-80.9430999755859,33.3698997497559,-81.9645004272461
"AHN","BNA",36.1245002746582,-86.6781997680664,33.948600769043,-83.326301574707
"AIA","DEN",39.861698150635,-104.672996521,42.0531997681,-102.804000854
"AIA","DEN",39.861698150635,-104.672996521,42.0531997681,-102.804000854
"AIA","DEN",39.861698150635,-104.672996521,42.0531997681,-102.804000854
"AIN","BRW",71.285402,-156.766008,70.6380004883,-159.994995117
"AIN","ATK",70.4673004150391,-157.436004638672,70.6380004883,-159.994995117
"AKB","DUT",53.900100708,-166.544006348,52.22029877,-174.2059937
"AKK","ADQ",57.75,-152.4940033,56.9387016296,-154.182998657
"AKN","EGX",58.1855010986,-157.375,58.67679977,-156.6490021
"AKN","KPV",55.905998,-159.162993,58.67679977,-156.6490021
"AKN","PTH",56.959098815918,-158.632995605469,58.67679977,-156.6490021
"AKN","ANC",61.1744003295898,-149.996002197266,58.67679977,-156.6490021
"AKN","ANC",61.1744003295898,-149.996002197266,58.67679977,-156.6490021
"AKN","DLG",59.04470062,-158.5050049,58.67679977,-156.6490021
"AKN","IGG",59.3240013122559,-155.901992797852,58.67679977,-156.6490021
"AKP","FAI",64.81510162,-147.8560028,68.13359833,-151.7429962
"AKP","BTT",66.91390228,-151.529007,68.13359833,-151.7429962
"AKP","BTT",66.91390228,-151.529007,68.13359833,-151.7429962
"ALB","BOS",42.36429977,-71.00520325,42.7482986450195,-73.8016967773438
"ALB","OGS",44.6819000244,-75.4654998779,42.7482986450195,-73.8016967773438
"ALB","LAS",36.08010101,-115.1520004,42.7482986450195,-73.8016967773438
"ALB","FLL",26.0725994110107,-80.152702331543,42.7482986450195,-73.8016967773438
"ALB","TPA",27.9755001068115,-82.533203125,42.7482986450195,-73.8016967773438
"ALB","ORD",41.97859955,-87.90480042,42.7482986450195,-73.8016967773438
"ALB","DTW",42.2123985290527,-83.353401184082,42.7482986450195,-73.8016967773438
"ALB","ATL",33.6366996765137,-84.4281005859375,42.7482986450195,-73.8016967773438
"ALB","MSS",44.9357986450195,-74.8455963134766,42.7482986450195,-73.8016967773438
"ALB","ATL",33.6366996765137,-84.4281005859375,42.7482986450195,-73.8016967773438
"ALB","BWI",39.17539978,-76.66829681,42.7482986450195,-73.8016967773438
"ALB","PHL",39.871898651123,-75.241096496582,42.7482986450195,-73.8016967773438
"ALB","MCO",28.4293994903564,-81.3089981079102,42.7482986450195,-73.8016967773438
"ALB","DCA",38.8521,-77.037697,42.7482986450195,-73.8016967773438
"ALB","CLT",35.2140007019043,-80.9430999755859,42.7482986450195,-73.8016967773438
"ALB","EWR",40.6925010681152,-74.168701171875,42.7482986450195,-73.8016967773438
"ALB","BWI",39.17539978,-76.66829681,42.7482986450195,-73.8016967773438
"ALB","MDW",41.7859992980957,-87.7524032592773,42.7482986450195,-73.8016967773438
"ALB","MDW",41.7859992980957,-87.7524032592773,42.7482986450195,-73.8016967773438
"ALB","ATL",33.6366996765137,-84.4281005859375,42.7482986450195,-73.8016967773438
"ALB","PHL",39.871898651123,-75.241096496582,42.7482986450195,-73.8016967773438
"ALB","CLE",41.4117012024,-81.8498001099,42.7482986450195,-73.8016967773438
"ALB","DCA",38.8521,-77.037697,42.7482986450195,-73.8016967773438
"ALB","MCO",28.4293994903564,-81.3089981079102,42.7482986450195,-73.8016967773438
"ALB","CLT",35.2140007019043,-80.9430999755859,42.7482986450195,-73.8016967773438
"ALB","MSP",44.8819999695,-93.2218017578,42.7482986450195,-73.8016967773438
"ALB","IAD",38.94449997,-77.45580292,42.7482986450195,-73.8016967773438
"ALB","TPA",27.9755001068115,-82.533203125,42.7482986450195,-73.8016967773438
"ALB","ATL",33.6366996765137,-84.4281005859375,42.7482986450195,-73.8016967773438
"ALO","ORD",41.97859955,-87.90480042,42.5570983886719,-92.4002990722656
"ALO","ORD",41.97859955,-87.90480042,42.5570983886719,-92.4002990722656
"ALS","DEN",39.861698150635,-104.672996521,37.434898,-105.866997
"ALS","DEN",39.861698150635,-104.672996521,37.434898,-105.866997
"ALS","DEN",39.861698150635,-104.672996521,37.434898,-105.866997
"ALS","FMN",36.7411994934,-108.230003357,37.434898,-105.866997
"ALS","FMN",36.7411994934,-108.230003357,37.434898,-105.866997
"ALS","FMN",36.7411994934,-108.230003357,37.434898,-105.866997
"ALW","SEA",47.4490013122559,-122.30899810791,46.09489822,-118.288002
"AMA","IAH",29.9843997955322,-95.3414001464844,35.2193984985352,-101.706001281738
"AMA","DFW",32.896800994873,-97.0380020141602,35.2193984985352,-101.706001281738
"AMA","LAS",36.08010101,-115.1520004,35.2193984985352,-101.706001281738
"AMA","DEN",39.861698150635,-104.672996521,35.2193984985352,-101.706001281738
"AMA","DEN",39.861698150635,-104.672996521,35.2193984985352,-101.706001281738
"AMA","DFW",32.896800994873,-97.0380020141602,35.2193984985352,-101.706001281738
"AMA","DAL",32.8470993041992,-96.8517990112305,35.2193984985352,-101.706001281738
"AMA","DEN",39.861698150635,-104.672996521,35.2193984985352,-101.706001281738
"AMA","DAL",32.8470993041992,-96.8517990112305,35.2193984985352,-101.706001281738
"ANC","SDP",55.314998626709,-160.522994995117,61.1744003295898,-149.996002197266
"ANC","SDP",55.314998626709,-160.522994995117,61.1744003295898,-149.996002197266
"ANC","DEN",39.861698150635,-104.672996521,61.1744003295898,-149.996002197266
"ANC","UNK",63.88840103,-160.798996,61.1744003295898,-149.996002197266
"ANC","ADQ",57.75,-152.4940033,61.1744003295898,-149.996002197266
"ANC","STG",56.5783004761,-169.662002563,61.1744003295898,-149.996002197266
"ANC","ENA",60.5731010437012,-151.244995117188,61.1744003295898,-149.996002197266
"ANC","FAI",64.81510162,-147.8560028,61.1744003295898,-149.996002197266
"ANC","PHX",33.4342994689941,-112.012001037598,61.1744003295898,-149.996002197266
"ANC","SEA",47.4490013122559,-122.30899810791,61.1744003295898,-149.996002197266
"ANC","BET",60.77980042,-161.8379974,61.1744003295898,-149.996002197266
"ANC","ENA",60.5731010437012,-151.244995117188,61.1744003295898,-149.996002197266
"ANC","MCG",62.95289993,-155.6060028,61.1744003295898,-149.996002197266
"ANC","KSM",62.0605011,-163.302002,61.1744003295898,-149.996002197266
"ANC","ANI",61.581600189209,-159.542999267578,61.1744003295898,-149.996002197266
"ANC","AKN",58.67679977,-156.6490021,61.1744003295898,-149.996002197266
"ANC","SNP",57.1673011779785,-170.220001220703,61.1744003295898,-149.996002197266
"ANC","ANI",61.581600189209,-159.542999267578,61.1744003295898,-149.996002197266
"ANC","FAI",64.81510162,-147.8560028,61.1744003295898,-149.996002197266
"ANC","STG",56.5783004761,-169.662002563,61.1744003295898,-149.996002197266
"ANC","ENA",60.5731010437012,-151.244995117188,61.1744003295898,-149.996002197266
"ANC","LAS",36.08010101,-115.1520004,61.1744003295898,-149.996002197266
"ANC","UNK",63.88840103,-160.798996,61.1744003295898,-149.996002197266
"ANC","CDB",55.2061004638672,-162.725006103516,61.1744003295898,-149.996002197266
"ANC","DLG",59.04470062,-158.5050049,61.1744003295898,-149.996002197266
"ANC","ADQ",57.75,-152.4940033,61.1744003295898,-149.996002197266
"ANC","ORD",41.97859955,-87.90480042,61.1744003295898,-149.996002197266
"ANC","LAX",33.94250107,-118.4079971,61.1744003295898,-149.996002197266
"ANC","JNU",58.3549995422363,-134.57600402832,61.1744003295898,-149.996002197266
"ANC","HOM",59.6455993652344,-151.477005004883,61.1744003295898,-149.996002197266
"ANC","VDZ",61.13389969,-146.2480011,61.1744003295898,-149.996002197266
"ANC","HOM",59.6455993652344,-151.477005004883,61.1744003295898,-149.996002197266
"ANC","VDZ",61.13389969,-146.2480011,61.1744003295898,-149.996002197266
"ANC","SEA",47.4490013122559,-122.30899810791,61.1744003295898,-149.996002197266
"ANC","SCC",70.19470215,-148.4649963,61.1744003295898,-149.996002197266
"ANC","UNK",63.88840103,-160.798996,61.1744003295898,-149.996002197266
"ANC","AKN",58.67679977,-156.6490021,61.1744003295898,-149.996002197266
"ANC","OME",64.5121994018555,-165.445007324219,61.1744003295898,-149.996002197266
"ANC","ANI",61.581600189209,-159.542999267578,61.1744003295898,-149.996002197266
"ANC","ORD",41.97859955,-87.90480042,61.1744003295898,-149.996002197266
"ANC","ADK",51.8779983520508,-176.64599609375,61.1744003295898,-149.996002197266
"ANC","MCG",62.95289993,-155.6060028,61.1744003295898,-149.996002197266
"ANC","SEA",47.4490013122559,-122.30899810791,61.1744003295898,-149.996002197266
"ANC","CDB",55.2061004638672,-162.725006103516,61.1744003295898,-149.996002197266
"ANC","MSP",44.8819999695,-93.2218017578,61.1744003295898,-149.996002197266
"ANC","PDX",45.58869934,-122.5979996,61.1744003295898,-149.996002197266
"ANC","SNP",57.1673011779785,-170.220001220703,61.1744003295898,-149.996002197266
"ANC","OTZ",66.88469696,-162.598999,61.1744003295898,-149.996002197266
"ANC","BET",60.77980042,-161.8379974,61.1744003295898,-149.996002197266
"ANC","ILI",59.75439835,-154.9109955,61.1744003295898,-149.996002197266
"ANC","CDV",60.4917984,-145.4779968,61.1744003295898,-149.996002197266
"ANC","DLG",59.04470062,-158.5050049,61.1744003295898,-149.996002197266
"ANC","KSM",62.0605011,-163.302002,61.1744003295898,-149.996002197266
"ANC","PHX",33.4342994689941,-112.012001037598,61.1744003295898,-149.996002197266
"ANC","SLC",40.7883987426758,-111.977996826172,61.1744003295898,-149.996002197266
"ANC","LAX",33.94250107,-118.4079971,61.1744003295898,-149.996002197266
"ANC","HNL",21.3187007904053,-157.921997070312,61.1744003295898,-149.996002197266
"ANC","BRW",71.285402,-156.766008,61.1744003295898,-149.996002197266
"ANC","CDV",60.4917984,-145.4779968,61.1744003295898,-149.996002197266
"ANI","MCG",62.95289993,-155.6060028,61.581600189209,-159.542999267578
"ANI","RSH",61.7788848877,-161.319458008,61.581600189209,-159.542999267578
"ANI","SLQ",61.7005004883,-157.166000366,61.581600189209,-159.542999267578
"ANI","SHX",62.6922988892,-159.569000244,61.581600189209,-159.542999267578
"ANI","RSH",61.7788848877,-161.319458008,61.581600189209,-159.542999267578
"ANI","MCG",62.95289993,-155.6060028,61.581600189209,-159.542999267578
"ANI","SHX",62.6922988892,-159.569000244,61.581600189209,-159.542999267578
"ANI","KLG",61.5363006591797,-160.341003417969,61.581600189209,-159.542999267578
"ANI","ANC",61.1744003295898,-149.996002197266,61.581600189209,-159.542999267578
"ANI","ANC",61.1744003295898,-149.996002197266,61.581600189209,-159.542999267578
"ANI","HCR",62.1883010864258,-159.774993896484,61.581600189209,-159.542999267578
"ANI","ANC",61.1744003295898,-149.996002197266,61.581600189209,-159.542999267578
"ANV","HCR",62.1883010864258,-159.774993896484,62.646702,-160.190994
"ANV","HCR",62.1883010864258,-159.774993896484,62.646702,-160.190994
"AOO","JST",40.3161010742188,-78.8339004516602,40.29639816,-78.31999969
"AOO","IAD",38.94449997,-77.45580292,40.29639816,-78.31999969
"APF","MIA",25.7931995391846,-80.2906036376953,26.1525993347,-81.7752990723
"APN","DTW",42.2123985290527,-83.353401184082,45.0780983,-83.56030273
"APN","MSP",44.8819999695,-93.2218017578,45.0780983,-83.56030273
"ARC","VEE",67.0086975098,-146.365997314,68.1147,-145.578995
"ART","PHL",39.871898651123,-75.241096496582,43.9919013977051,-76.0216979980469
"ART","PHL",39.871898651123,-75.241096496582,43.9919013977051,-76.0216979980469
"ART","ORD",41.97859955,-87.90480042,43.9919013977051,-76.0216979980469
"ART","ORD",41.97859955,-87.90480042,43.9919013977051,-76.0216979980469
"ASE","DEN",39.861698150635,-104.672996521,39.22320175,-106.8690033
"ASE","LAX",33.94250107,-118.4079971,39.22320175,-106.8690033
"ATK","BRW",71.285402,-156.766008,70.4673004150391,-157.436004638672
"ATK","AIN",70.6380004883,-159.994995117,70.4673004150391,-157.436004638672
"ATL","MSP",44.8819999695,-93.2218017578,33.6366996765137,-84.4281005859375
"ATL","MLI",41.4485015869141,-90.5074996948242,33.6366996765137,-84.4281005859375
"ATL","CAE",33.9388008117676,-81.119499206543,33.6366996765137,-84.4281005859375
"ATL","ABQ",35.0401992797852,-106.609001159668,33.6366996765137,-84.4281005859375
"ATL","LEX",38.0364990234375,-84.6059036254883,33.6366996765137,-84.4281005859375
"ATL","STL",38.7486991882324,-90.370002746582,33.6366996765137,-84.4281005859375
"ATL","DTW",42.2123985290527,-83.353401184082,33.6366996765137,-84.4281005859375
"ATL","MBS",43.532901763916,-84.0795974731445,33.6366996765137,-84.4281005859375
"ATL","CHS",32.89860153,-80.04049683,33.6366996765137,-84.4281005859375
"ATL","BOS",42.36429977,-71.00520325,33.6366996765137,-84.4281005859375
"ATL","IND",39.7173,-86.294403,33.6366996765137,-84.4281005859375
"ATL","ORF",36.8945999145508,-76.2012023925781,33.6366996765137,-84.4281005859375
"ATL","IAH",29.9843997955322,-95.3414001464844,33.6366996765137,-84.4281005859375
"ATL","CMH",39.9980010986328,-82.8918991088867,33.6366996765137,-84.4281005859375
"ATL","BUF",42.94049835,-78.73220062,33.6366996765137,-84.4281005859375
"ATL","CAK",40.9160995483398,-81.4421997070312,33.6366996765137,-84.4281005859375
"ATL","LAX",33.94250107,-118.4079971,33.6366996765137,-84.4281005859375
"ATL","PBI",26.6832008361816,-80.0955963134766,33.6366996765137,-84.4281005859375
"ATL","EYW",24.5561008453369,-81.7595977783203,33.6366996765137,-84.4281005859375
"ATL","IND",39.7173,-86.294403,33.6366996765137,-84.4281005859375
"ATL","TYS",35.81100082,-83.9940033,33.6366996765137,-84.4281005859375
"ATL","GRB",44.4850997924805,-88.1296005249023,33.6366996765137,-84.4281005859375
"ATL","TLH",30.3964996337891,-84.3503036499023,33.6366996765137,-84.4281005859375
"ATL","PHX",33.4342994689941,-112.012001037598,33.6366996765137,-84.4281005859375
"ATL","SAN",32.7336006165,-117.190002441,33.6366996765137,-84.4281005859375
"ATL","SAN",32.7336006165,-117.190002441,33.6366996765137,-84.4281005859375
"ATL","DCA",38.8521,-77.037697,33.6366996765137,-84.4281005859375
"ATL","BWI",39.17539978,-76.66829681,33.6366996765137,-84.4281005859375
"ATL","ORD",41.97859955,-87.90480042,33.6366996765137,-84.4281005859375
"ATL","PHL",39.871898651123,-75.241096496582,33.6366996765137,-84.4281005859375
"ATL","CAE",33.9388008117676,-81.119499206543,33.6366996765137,-84.4281005859375
"ATL","CMH",39.9980010986328,-82.8918991088867,33.6366996765137,-84.4281005859375
"ATL","BUF",42.94049835,-78.73220062,33.6366996765137,-84.4281005859375
"ATL","SAV",32.12760162,-81.20210266,33.6366996765137,-84.4281005859375
"ATL","SYR",43.111198425293,-76.1063003540039,33.6366996765137,-84.4281005859375
"ATL","STL",38.7486991882324,-90.370002746582,33.6366996765137,-84.4281005859375
"ATL","BNA",36.1245002746582,-86.6781997680664,33.6366996765137,-84.4281005859375
"ATL","CAK",40.9160995483398,-81.4421997070312,33.6366996765137,-84.4281005859375
"ATL","MSP",44.8819999695,-93.2218017578,33.6366996765137,-84.4281005859375
"ATL","LAS",36.08010101,-115.1520004,33.6366996765137,-84.4281005859375
"ATL","ROA",37.3255004883,-79.975402832,33.6366996765137,-84.4281005859375
"ATL","MLB",28.1028003692627,-80.6453018188477,33.6366996765137,-84.4281005859375
"ATL","ILM",34.2705993652344,-77.9026031494141,33.6366996765137,-84.4281005859375
"ATL","SFO",37.6189994812012,-122.375,33.6366996765137,-84.4281005859375
"ATL","MEM",35.0424003601074,-89.9766998291016,33.6366996765137,-84.4281005859375
"ATL","EYW",24.5561008453369,-81.7595977783203,33.6366996765137,-84.4281005859375
"ATL","MKE",42.9472007751465,-87.896598815918,33.6366996765137,-84.4281005859375
"ATL","CLE",41.4117012024,-81.8498001099,33.6366996765137,-84.4281005859375
"ATL","FNT",42.9654006958008,-83.7435989379883,33.6366996765137,-84.4281005859375
"ATL","TYS",35.81100082,-83.9940033,33.6366996765137,-84.4281005859375
"ATL","ORD",41.97859955,-87.90480042,33.6366996765137,-84.4281005859375
"ATL","TYS",35.81100082,-83.9940033,33.6366996765137,-84.4281005859375
"ATL","FLL",26.0725994110107,-80.152702331543,33.6366996765137,-84.4281005859375
"ATL","XNA",36.281898,-94.306801,33.6366996765137,-84.4281005859375
"ATL","MSP",44.8819999695,-93.2218017578,33.6366996765137,-84.4281005859375
"ATL","ECP",30.357106,-85.795414,33.6366996765137,-84.4281005859375
"ATL","JAX",30.4941005706787,-81.6878967285156,33.6366996765137,-84.4281005859375
"ATL","ORD",41.97859955,-87.90480042,33.6366996765137,-84.4281005859375
"ATL","XNA",36.281898,-94.306801,33.6366996765137,-84.4281005859375
"ATL","CAK",40.9160995483398,-81.4421997070312,33.6366996765137,-84.4281005859375
"ATL","PIA",40.6641998291,-89.6932983398,33.6366996765137,-84.4281005859375
"ATL","GNV",29.6900997162,-82.2717971802,33.6366996765137,-84.4281005859375
"ATL","CHS",32.89860153,-80.04049683,33.6366996765137,-84.4281005859375
"ATL","EWR",40.6925010681152,-74.168701171875,33.6366996765137,-84.4281005859375
"ATL","SAT",29.5337009429932,-98.4698028564453,33.6366996765137,-84.4281005859375
"ATL","SGF",37.24570084,-93.38860321,33.6366996765137,-84.4281005859375
"ATL","GSO",36.0978012084961,-79.9373016357422,33.6366996765137,-84.4281005859375
"ATL","GSO",36.0978012084961,-79.9373016357422,33.6366996765137,-84.4281005859375
"ATL","PIB",31.4671001434326,-89.3370971679688,33.6366996765137,-84.4281005859375
"ATL","DTW",42.2123985290527,-83.353401184082,33.6366996765137,-84.4281005859375
"ATL","IND",39.7173,-86.294403,33.6366996765137,-84.4281005859375
"ATL","BOS",42.36429977,-71.00520325,33.6366996765137,-84.4281005859375
"ATL","CVG",39.0488014221,-84.6678009033,33.6366996765137,-84.4281005859375
"ATL","FWA",40.97850037,-85.19509888,33.6366996765137,-84.4281005859375
"ATL","LGA",40.77719879,-73.87259674,33.6366996765137,-84.4281005859375
"ATL","ORF",36.8945999145508,-76.2012023925781,33.6366996765137,-84.4281005859375
"ATL","AGS",33.3698997497559,-81.9645004272461,33.6366996765137,-84.4281005859375
"ATL","CHS",32.89860153,-80.04049683,33.6366996765137,-84.4281005859375
"ATL","SBN",41.7086982727051,-86.3172988891602,33.6366996765137,-84.4281005859375
"ATL","BUF",42.94049835,-78.73220062,33.6366996765137,-84.4281005859375
"ATL","SGF",37.24570084,-93.38860321,33.6366996765137,-84.4281005859375
"ATL","IAD",38.94449997,-77.45580292,33.6366996765137,-84.4281005859375
"ATL","CLE",41.4117012024,-81.8498001099,33.6366996765137,-84.4281005859375
"ATL","ECP",30.357106,-85.795414,33.6366996765137,-84.4281005859375
"ATL","GPT",30.4073009490967,-89.0700988769531,33.6366996765137,-84.4281005859375
"ATL","MIA",25.7931995391846,-80.2906036376953,33.6366996765137,-84.4281005859375
"ATL","DAY",39.902400970459,-84.2193984985352,33.6366996765137,-84.4281005859375
"ATL","ORD",41.97859955,-87.90480042,33.6366996765137,-84.4281005859375
"ATL","EWR",40.6925010681152,-74.168701171875,33.6366996765137,-84.4281005859375
"ATL","CLE",41.4117012024,-81.8498001099,33.6366996765137,-84.4281005859375
"ATL","ABE",40.652099609375,-75.440803527832,33.6366996765137,-84.4281005859375
"ATL","DHN",31.3213005065918,-85.4496002197266,33.6366996765137,-84.4281005859375
